n,C(n2),mu_bound,density,parts,certified_K,partcap,certified,fallback,witness
440,96580,13203,0.136705,2,3,2,1,0,p=277 q=3: 1x277 + 1x163*   (* foreign)
441,97020,10584,0.109091,1,4,3,1,0,p=7 q=3: 9x49
442,97461,18145,0.186177,2,3,2,1,0,p=191 q=5: 1x251* + 1x191   (* foreign)
444,98346,18528,0.188396,2,3,2,1,0,p=193 q=5: 1x251* + 1x193   (* foreign)
445,98790,19580,0.198198,1,3,2,1,0,p=89 q=5: 5x89
446,99235,49506,0.498876,1,2,1,1,0,p=223 q=2: 2x223
447,99681,33078,0.331839,1,2,1,1,0,p=149 q=3: 3x149
448,100128,19306,0.192813,2,3,2,1,0,p=197 q=5: 1x251* + 1x197   (* foreign)
450,101025,24753,0.245019,2,3,2,1,0,p=223 q=113: 1x227* + 1x223   (* foreign)
451,101475,9312,0.091766,2,4,3,1,0,p=97 q=2: 1x257* + 2x97   (* foreign)
452,101926,25312,0.248337,1,3,2,1,0,p=113 q=2: 4x113
453,102378,33975,0.331858,1,2,1,1,0,p=151 q=3: 3x151
454,102831,51302,0.498896,1,2,1,1,0,p=227 q=2: 2x227
455,103285,6176,0.059796,2,5,4,1,0,p=131 q=2: 2x131 + 1x193*   (* foreign)
456,103740,25651,0.247262,2,3,2,1,0,p=229 q=113: 1x229 + 1x227*   (* foreign)
458,104653,52212,0.498906,1,2,1,1,0,p=229 q=2: 2x229
459,105111,10100,0.096089,2,4,3,1,0,p=101 q=2: 1x257* + 2x101   (* foreign)
460,105570,25651,0.242976,2,3,2,1,0,p=233 q=113: 1x233 + 1x227*   (* foreign)
462,106491,22155,0.208046,2,3,2,1,0,p=211 q=5: 1x251* + 1x211   (* foreign)
464,107416,13301,0.123827,2,3,2,1,0,p=181 q=47: 1x283* + 1x181   (* foreign)
465,107880,11325,0.104978,3,4,3,1,0,p=151 q=3: 1x163* + 1x151 + 1x151   (* foreign)
466,108345,54056,0.498925,1,2,1,1,0,p=233 q=2: 2x233
468,109278,25651,0.234732,2,3,2,1,0,p=241 q=113: 1x241 + 1x227*   (* foreign)
469,109746,15477,0.141026,1,3,2,1,0,p=67 q=7: 7x67
470,110215,25651,0.232736,2,3,2,1,0,p=3 q=113: 1x243 + 1x227*   (* foreign)
471,110685,36738,0.331915,1,2,1,1,0,p=157 q=3: 3x157
472,111156,15931,0.143321,2,3,2,1,0,p=179 q=73: 1x293* + 1x179   (* foreign)
473,111628,9933,0.088983,1,4,3,1,0,p=43 q=11: 11x43
474,112101,24753,0.220810,2,3,2,1,0,p=223 q=5: 1x251* + 1x223   (* foreign)
475,112575,11772,0.104570,2,4,3,1,0,p=109 q=2: 1x257* + 2x109   (* foreign)
476,113050,13301,0.117656,2,3,2,1,0,p=193 q=47: 1x283* + 1x193   (* foreign)
477,113526,12402,0.109244,1,4,3,1,0,p=53 q=3: 9x53
478,114003,56882,0.498952,1,2,1,1,0,p=239 q=2: 2x239
480,114960,26106,0.227088,2,3,2,1,0,p=229 q=5: 1x251* + 1x229   (* foreign)
481,115440,12246,0.106081,3,4,3,1,0,p=157 q=83: 1x167* + 1x157 + 1x157   (* foreign)
482,115921,57840,0.498960,1,2,1,1,0,p=241 q=2: 2x241
483,116403,25651,0.220364,2,3,2,1,0,p=2 q=113: 1x256 + 1x227*   (* foreign)
484,116886,29040,0.248447,1,3,2,1,0,p=11 q=2: 4x121
485,117370,23280,0.198347,1,3,2,1,0,p=97 q=5: 5x97
486,117855,58806,0.498969,1,2,1,1,0,p=3 q=2: 2x243
488,118828,14640,0.123203,1,3,2,1,0,p=61 q=2: 8x61
489,119316,39609,0.331967,1,2,1,1,0,p=163 q=3: 3x163
490,119805,28441,0.237394,2,3,2,1,0,p=239 q=5: 1x251* + 1x239   (* foreign)
492,120786,28920,0.239432,2,3,2,1,0,p=241 q=5: 1x251* + 1x241   (* foreign)
493,121278,13203,0.108866,3,4,3,1,0,p=163 q=83: 1x167* + 1x163 + 1x163   (* foreign)
494,121771,29403,0.241461,2,3,2,1,0,p=3 q=5: 1x251* + 1x243   (* foreign)
495,122265,9653,0.078951,3,4,3,1,0,p=149 q=7: 1x197* + 1x149 + 1x149   (* foreign)
496,122760,28441,0.231680,2,3,2,1,0,p=239 q=2: 1x257* + 1x239   (* foreign)
497,123256,17395,0.141129,1,3,2,1,0,p=71 q=7: 7x71
498,123753,28920,0.233691,2,3,2,1,0,p=241 q=2: 1x257* + 1x241   (* foreign)
500,124750,31000,0.248497,1,3,2,1,0,p=5 q=2: 4x125
501,125250,41583,0.332000,1,2,1,1,0,p=167 q=3: 3x167
502,125751,62750,0.499002,1,2,1,1,0,p=251 q=2: 2x251
504,126756,28920,0.228155,2,3,2,1,0,p=241 q=131: 1x263* + 1x241   (* foreign)
505,127260,25250,0.198413,1,3,2,1,0,p=101 q=5: 5x101
506,127765,29403,0.230133,2,3,2,1,0,p=3 q=131: 1x263* + 1x243   (* foreign)
507,128271,42588,0.332016,1,2,1,1,0,p=13 q=3: 3x169
508,128778,32004,0.248521,1,3,2,1,0,p=127 q=2: 4x127
510,129795,25651,0.197627,2,3,2,1,0,p=283 q=113: 1x283 + 1x227*   (* foreign)
511,130305,18396,0.141176,1,3,2,1,0,p=73 q=7: 7x73
513,131328,32640,0.248538,2,3,2,1,0,p=2 q=2: 1x257* + 1x256   (* foreign)
514,131841,65792,0.499025,1,2,1,1,0,p=257 q=2: 2x257
515,132355,26265,0.198444,1,3,2,1,0,p=103 q=5: 5x103
516,132870,25651,0.193053,2,3,2,1,0,p=17 q=113: 1x289 + 1x227*   (* foreign)
517,133386,14196,0.106428,3,4,3,1,0,p=13 q=89: 1x179* + 1x169 + 1x169   (* foreign)
518,133903,11325,0.084576,2,4,3,1,0,p=151 q=61: 1x367* + 1x151   (* foreign)
519,134421,44634,0.332046,1,2,1,1,0,p=173 q=3: 3x173
520,134940,32896,0.243782,2,3,2,1,0,p=257 q=131: 1x263* + 1x257   (* foreign)
522,135981,31375,0.230731,2,3,2,1,0,p=271 q=5: 1x271 + 1x251*   (* foreign)
524,137026,34060,0.248566,1,3,2,1,0,p=131 q=2: 4x131
525,137550,18023,0.131029,2,3,2,1,0,p=2 q=67: 1x269* + 1x256   (* foreign)
526,138075,68906,0.499048,1,2,1,1,0,p=263 q=2: 2x263
527,138601,7905,0.057034,1,5,4,1,0,p=31 q=17: 17x31
528,139128,32896,0.236444,2,3,2,1,0,p=271 q=2: 1x271 + 1x257*   (* foreign)
530,140185,13203,0.094183,2,4,3,1,0,p=163 q=61: 1x367* + 1x163   (* foreign)
531,140715,18632,0.132409,2,3,2,1,0,p=137 q=2: 2x137 + 1x257*   (* foreign)
532,141246,34453,0.243922,2,3,2,1,0,p=269 q=131: 1x269 + 1x263*   (* foreign)
533,141778,10660,0.075188,1,4,3,1,0,p=41 q=13: 13x41
534,142311,34453,0.242097,2,3,2,1,0,p=271 q=131: 1x271 + 1x263*   (* foreign)
535,142845,28355,0.198502,1,3,2,1,0,p=107 q=5: 5x107
536,143380,21389,0.149177,2,3,2,1,0,p=3 q=73: 1x293* + 1x243   (* foreign)
537,143916,47793,0.332090,1,2,1,1,0,p=179 q=3: 3x179
538,144453,72092,0.499069,1,2,1,1,0,p=269 q=2: 2x269
539,144991,13301,0.091737,2,4,3,1,0,p=2 q=47: 1x283* + 1x256   (* foreign)
540,145530,34453,0.236742,2,3,2,1,0,p=277 q=131: 1x277 + 1x263*   (* foreign)
542,146611,73170,0.499076,1,2,1,1,0,p=271 q=2: 2x271
543,147153,48870,0.332103,1,2,1,1,0,p=181 q=3: 3x181
544,147696,34453,0.233270,2,3,2,1,0,p=281 q=131: 1x281 + 1x263*   (* foreign)
545,148240,29430,0.198529,1,3,2,1,0,p=109 q=5: 5x109
546,148785,34453,0.231562,2,3,2,1,0,p=283 q=131: 1x283 + 1x263*   (* foreign)
548,149878,37264,0.248629,1,3,2,1,0,p=137 q=2: 4x137
549,150426,21389,0.142190,2,3,2,1,0,p=2 q=73: 1x293* + 1x256   (* foreign)
550,150975,32896,0.217890,2,3,2,1,0,p=293 q=2: 1x293 + 1x257*   (* foreign)
551,151525,8128,0.053641,3,5,4,1,0,p=2 q=83: 1x256 + 1x167* + 1x128   (* foreign)
552,152076,34453,0.226551,2,3,2,1,0,p=17 q=131: 1x289 + 1x263*   (* foreign)
553,152628,21567,0.141304,1,3,2,1,0,p=79 q=7: 7x79
554,153181,76452,0.499096,1,2,1,1,0,p=277 q=2: 2x277
555,153735,22052,0.143442,2,3,2,1,0,p=149 q=2: 2x149 + 1x257*   (* foreign)
556,154290,38364,0.248649,1,3,2,1,0,p=139 q=2: 4x139
558,155403,31375,0.201894,2,3,2,1,0,p=307 q=5: 1x307 + 1x251*   (* foreign)
559,155961,22650,0.145229,2,3,2,1,0,p=151 q=2: 2x151 + 1x257*   (* foreign)
560,156520,25043,0.159999,2,3,2,1,0,p=3 q=79: 1x317* + 1x243   (* foreign)
561,157080,15931,0.101420,3,4,3,1,0,p=191 q=89: 1x191 + 1x191 + 1x179*   (* foreign)
562,157641,78680,0.499109,1,2,1,1,0,p=281 q=2: 2x281
564,158766,32896,0.207198,2,3,2,1,0,p=307 q=2: 1x307 + 1x257*   (* foreign)
565,159330,31640,0.198582,1,3,2,1,0,p=113 q=5: 5x113
566,159895,79806,0.499115,1,2,1,1,0,p=283 q=2: 2x283
567,160461,22680,0.141343,1,3,2,1,0,p=3 q=7: 7x81
568,161028,32896,0.204287,2,3,2,1,0,p=311 q=2: 1x311 + 1x257*   (* foreign)
570,162165,34453,0.212456,2,3,2,1,0,p=307 q=131: 1x307 + 1x263*   (* foreign)
572,163306,13301,0.081448,2,4,3,1,0,p=17 q=47: 1x289 + 1x283*   (* foreign)
573,163878,54435,0.332168,1,2,1,1,0,p=191 q=3: 3x191
574,164451,34453,0.209503,2,3,2,1,0,p=311 q=131: 1x311 + 1x263*   (* foreign)
575,165025,6900,0.041812,1,5,4,1,0,p=5 q=23: 23x25
576,165600,34453,0.208050,2,3,2,1,0,p=313 q=131: 1x313 + 1x263*   (* foreign)
578,166753,83232,0.499133,1,2,1,1,0,p=17 q=2: 2x289
579,167331,55584,0.332180,1,2,1,1,0,p=193 q=3: 3x193
580,167910,34453,0.205187,2,3,2,1,0,p=317 q=131: 1x317 + 1x263*   (* foreign)
581,168490,23821,0.141379,1,3,2,1,0,p=83 q=7: 7x83
582,169071,31375,0.185573,2,3,2,1,0,p=331 q=5: 1x331 + 1x251*   (* foreign)
583,169653,26406,0.155647,2,3,2,1,0,p=163 q=2: 2x163 + 1x257*   (* foreign)
584,170236,21024,0.123499,1,3,2,1,0,p=73 q=2: 8x73
585,170820,15931,0.093262,3,4,3,1,0,p=179 q=113: 1x227* + 1x179 + 1x179   (* foreign)
586,171405,85556,0.499145,1,2,1,1,0,p=293 q=2: 2x293
588,172578,32896,0.190615,2,3,2,1,0,p=331 q=2: 1x331 + 1x257*   (* foreign)
589,173166,16290,0.094072,3,4,3,1,0,p=181 q=113: 1x227* + 1x181 + 1x181   (* foreign)
590,173755,29403,0.169221,2,3,2,1,0,p=3 q=173: 1x347* + 1x243   (* foreign)
591,174345,57918,0.332203,1,2,1,1,0,p=197 q=3: 3x197
592,174936,27028,0.154502,2,3,2,1,0,p=233 q=179: 1x359* + 1x233   (* foreign)
594,176121,34453,0.195621,2,3,2,1,0,p=331 q=131: 1x331 + 1x263*   (* foreign)
595,176715,28392,0.160665,2,3,2,1,0,p=13 q=2: 2x169 + 1x257*   (* foreign)
596,177310,44104,0.248739,1,3,2,1,0,p=149 q=2: 4x149
597,177906,59103,0.332215,1,2,1,1,0,p=199 q=3: 3x199
598,178503,31375,0.175767,2,3,2,1,0,p=251 q=173: 1x347* + 1x251   (* foreign)
600,179700,34453,0.191725,2,3,2,1,0,p=337 q=131: 1x337 + 1x263*   (* foreign)
602,180901,29403,0.162536,2,3,2,1,0,p=3 q=179: 1x359* + 1x243   (* foreign)
603,181503,32640,0.179832,2,3,2,1,0,p=2 q=173: 1x347* + 1x256   (* foreign)
604,182106,45300,0.248756,1,3,2,1,0,p=151 q=2: 4x151
605,182710,36300,0.198675,1,3,2,1,0,p=11 q=5: 5x121
606,183315,34453,0.187944,2,3,2,1,0,p=7 q=131: 1x343 + 1x263*   (* foreign)
608,184528,22387,0.121320,2,3,2,1,0,p=241 q=61: 1x367* + 1x241   (* foreign)
609,185136,18145,0.098009,3,4,3,1,0,p=191 q=113: 1x227* + 1x191 + 1x191   (* foreign)
610,185745,34453,0.185485,2,3,2,1,0,p=263 q=173: 1x347* + 1x263   (* foreign)
611,186355,14053,0.075410,1,4,3,1,0,p=47 q=13: 13x47
612,186966,34453,0.184274,2,3,2,1,0,p=349 q=131: 1x349 + 1x263*   (* foreign)
614,188191,93942,0.499184,1,2,1,1,0,p=307 q=2: 2x307
615,188805,32640,0.172877,2,3,2,1,0,p=2 q=179: 1x359* + 1x256   (* foreign)
616,189420,36046,0.190297,2,3,2,1,0,p=269 q=173: 1x347* + 1x269   (* foreign)
618,190653,36585,0.191893,2,3,2,1,0,p=271 q=173: 1x347* + 1x271   (* foreign)
620,191890,16290,0.084892,2,4,3,1,0,p=181 q=73: 1x439* + 1x181   (* foreign)
621,192510,19306,0.100286,3,4,3,1,0,p=197 q=113: 1x227* + 1x197 + 1x197   (* foreign)
622,193131,96410,0.499195,1,2,1,1,0,p=311 q=2: 2x311
623,193753,27412,0.141479,1,3,2,1,0,p=89 q=7: 7x89
624,194376,38226,0.196660,2,3,2,1,0,p=277 q=173: 1x347* + 1x277   (* foreign)
626,195625,97656,0.499200,1,2,1,1,0,p=313 q=2: 2x313
627,196251,15931,0.081177,3,4,3,1,0,p=179 q=67: 1x269* + 1x179 + 1x179   (* foreign)
628,196878,48984,0.248804,1,3,2,1,0,p=157 q=2: 4x157
629,197506,13301,0.067345,3,4,3,1,0,p=173 q=47: 1x283* + 1x173 + 1x173   (* foreign)
630,198135,39903,0.201393,2,3,2,1,0,p=283 q=173: 1x347* + 1x283   (* foreign)
632,199396,29403,0.147460,2,3,2,1,0,p=3 q=97: 1x389* + 1x243   (* foreign)
633,200028,66465,0.332278,1,2,1,1,0,p=211 q=3: 3x211
634,200661,100172,0.499210,1,2,1,1,0,p=317 q=2: 2x317
635,201295,40005,0.198738,1,3,2,1,0,p=127 q=5: 5x127
636,201930,41616,0.206091,2,3,2,1,0,p=17 q=173: 1x347* + 1x289   (* foreign)
637,202566,18528,0.091466,3,4,3,1,0,p=193 q=5: 1x251* + 1x193 + 1x193   (* foreign)
638,203203,22387,0.110171,2,4,3,1,0,p=271 q=61: 1x367* + 1x271   (* foreign)
639,203841,32896,0.161381,2,3,2,1,0,p=191 q=2: 2x191 + 1x257*   (* foreign)
640,204480,42778,0.209204,2,3,2,1,0,p=293 q=173: 1x347* + 1x293   (* foreign)
642,205761,39903,0.193929,2,3,2,1,0,p=283 q=179: 1x359* + 1x283   (* foreign)
644,207046,22387,0.108126,2,4,3,1,0,p=277 q=61: 1x367* + 1x277   (* foreign)
645,207690,32640,0.157157,2,3,2,1,0,p=2 q=97: 1x389* + 1x256   (* foreign)
646,208335,34453,0.165373,2,3,2,1,0,p=263 q=191: 1x383* + 1x263   (* foreign)
648,209628,41616,0.198523,2,3,2,1,0,p=17 q=179: 1x359* + 1x289   (* foreign)
649,210276,22155,0.105362,3,4,3,1,0,p=211 q=113: 1x227* + 1x211 + 1x211   (* foreign)
650,210925,22387,0.106137,2,4,3,1,0,p=283 q=61: 1x367* + 1x283   (* foreign)
651,211575,32896,0.155482,2,3,2,1,0,p=197 q=2: 2x197 + 1x257*   (* foreign)
652,212226,52812,0.248848,1,3,2,1,0,p=163 q=2: 4x163
654,213531,46971,0.219973,2,3,2,1,0,p=307 q=173: 1x347* + 1x307   (* foreign)
655,214185,42575,0.198777,1,3,2,1,0,p=131 q=5: 5x131
656,214840,22387,0.104203,2,4,3,1,0,p=17 q=61: 1x367* + 1x289   (* foreign)
657,215496,23652,0.109756,1,4,3,1,0,p=73 q=3: 9x73
658,216153,48205,0.223013,2,3,2,1,0,p=311 q=173: 1x347* + 1x311   (* foreign)
660,217470,48828,0.224528,2,3,2,1,0,p=313 q=173: 1x347* + 1x313   (* foreign)
662,218791,109230,0.499244,1,2,1,1,0,p=331 q=2: 2x331
663,219453,18023,0.082127,3,4,3,1,0,p=197 q=67: 1x269* + 1x197 + 1x197   (* foreign)
664,220116,50086,0.227544,2,3,2,1,0,p=317 q=173: 1x347* + 1x317   (* foreign)
665,220780,15931,0.072158,3,4,3,1,0,p=3 q=89: 1x243 + 1x243 + 1x179*   (* foreign)
666,221445,46971,0.212111,2,3,2,1,0,p=307 q=179: 1x359* + 1x307   (* foreign)
667,222111,18023,0.081144,3,4,3,1,0,p=199 q=67: 1x269* + 1x199 + 1x199   (* foreign)
668,222778,55444,0.248876,1,3,2,1,0,p=167 q=2: 4x167
669,223446,74259,0.332335,1,2,1,1,0,p=223 q=3: 3x223
670,224115,48205,0.215090,2,3,2,1,0,p=311 q=179: 1x359* + 1x311   (* foreign)
671,224785,20130,0.089552,1,4,3,1,0,p=61 q=11: 11x61
672,225456,48828,0.216574,2,3,2,1,0,p=313 q=179: 1x359* + 1x313   (* foreign)
674,226801,113232,0.499257,1,2,1,1,0,p=337 q=2: 2x337
675,227475,18145,0.079767,3,4,3,1,0,p=191 q=73: 1x293* + 1x191 + 1x191   (* foreign)
676,228150,56784,0.248889,1,3,2,1,0,p=13 q=2: 4x169
678,229503,54615,0.237971,2,3,2,1,0,p=331 q=173: 1x347* + 1x331   (* foreign)
679,230181,32896,0.142914,2,3,2,1,0,p=211 q=2: 2x211 + 1x257*   (* foreign)
680,230860,28920,0.125271,2,3,2,1,0,p=241 q=73: 1x439* + 1x241   (* foreign)
681,231540,76953,0.332353,1,2,1,1,0,p=227 q=3: 3x227
682,232221,37733,0.162487,2,3,2,1,0,p=293 q=97: 1x389* + 1x293   (* foreign)
684,233586,56616,0.242378,2,3,2,1,0,p=337 q=173: 1x347* + 1x337   (* foreign)
685,234270,46580,0.198830,1,3,2,1,0,p=137 q=5: 5x137
686,234955,117306,0.499270,1,2,1,1,0,p=7 q=2: 2x343
687,235641,78318,0.332362,1,2,1,1,0,p=229 q=3: 3x229
688,236328,32896,0.139196,2,3,2,1,0,p=431 q=2: 1x431 + 1x257*   (* foreign)
689,237016,17914,0.075581,1,4,3,1,0,p=53 q=13: 13x53
690,237705,58653,0.246747,2,3,2,1,0,p=7 q=173: 1x347* + 1x343   (* foreign)
692,239086,59512,0.248915,1,3,2,1,0,p=173 q=2: 4x173
693,239778,25651,0.106978,3,4,3,1,0,p=233 q=113: 1x233 + 1x233 + 1x227*   (* foreign)
694,240471,120062,0.499278,1,2,1,1,0,p=347 q=2: 2x347
695,241165,47955,0.198847,1,3,2,1,0,p=139 q=5: 5x139
696,241860,60031,0.248206,2,3,2,1,0,p=349 q=173: 1x349 + 1x347*   (* foreign)
697,242556,24753,0.102051,3,4,3,1,0,p=223 q=5: 1x251* + 1x223 + 1x223   (* foreign)
698,243253,121452,0.499283,1,2,1,1,0,p=349 q=2: 2x349
699,243951,81084,0.332378,1,2,1,1,0,p=233 q=3: 3x233
700,244650,60031,0.245375,2,3,2,1,0,p=353 q=173: 1x353 + 1x347*   (* foreign)
702,246051,58653,0.238377,2,3,2,1,0,p=7 q=179: 1x359* + 1x343   (* foreign)
703,246753,32896,0.133316,2,3,2,1,0,p=223 q=2: 2x223 + 1x257*   (* foreign)
704,247456,22387,0.090469,2,4,3,1,0,p=337 q=61: 1x367* + 1x337   (* foreign)
705,248160,25651,0.103365,3,4,3,1,0,p=227 q=5: 1x251* + 1x227 + 1x227   (* foreign)
706,248865,124256,0.499291,1,2,1,1,0,p=353 q=2: 2x353
707,249571,35350,0.141643,1,3,2,1,0,p=101 q=7: 7x101
708,250278,60726,0.242634,2,3,2,1,0,p=349 q=179: 1x359* + 1x349   (* foreign)
710,251695,32047,0.127325,2,3,2,1,0,p=271 q=73: 1x439* + 1x271   (* foreign)
711,252405,32896,0.130330,2,3,2,1,0,p=227 q=2: 2x227 + 1x257*   (* foreign)
712,253116,62128,0.245453,2,3,2,1,0,p=353 q=179: 1x359* + 1x353   (* foreign)
713,253828,25651,0.101057,3,4,3,1,0,p=3 q=113: 1x243 + 1x243 + 1x227*   (* foreign)
714,254541,60031,0.235840,2,3,2,1,0,p=367 q=173: 1x367 + 1x347*   (* foreign)
715,255255,32896,0.128875,2,3,2,1,0,p=229 q=2: 2x229 + 1x257*   (* foreign)
716,255970,63724,0.248951,1,3,2,1,0,p=179 q=2: 4x179
717,256686,85323,0.332402,1,2,1,1,0,p=239 q=3: 3x239
718,257403,128522,0.499303,1,2,1,1,0,p=359 q=2: 2x359
720,258840,64261,0.248265,2,3,2,1,0,p=19 q=179: 1x361 + 1x359*   (* foreign)
721,259560,36771,0.141667,1,3,2,1,0,p=103 q=7: 7x103
722,260281,129960,0.499307,1,2,1,1,0,p=19 q=2: 2x361
723,261003,86760,0.332410,1,2,1,1,0,p=241 q=3: 3x241
724,261726,65160,0.248963,1,3,2,1,0,p=181 q=2: 4x181
725,262450,15931,0.060701,3,5,4,1,0,p=179 q=61: 1x367* + 1x179 + 1x179   (* foreign)
726,263175,64261,0.244176,2,3,2,1,0,p=367 q=179: 1x367 + 1x359*   (* foreign)
728,264628,32047,0.121102,2,3,2,1,0,p=17 q=73: 1x439* + 1x289   (* foreign)
730,266085,60031,0.225608,2,3,2,1,0,p=347 q=191: 1x383* + 1x347   (* foreign)
731,266815,15351,0.057534,1,5,4,1,0,p=43 q=17: 17x43
732,267546,64261,0.240187,2,3,2,1,0,p=373 q=179: 1x373 + 1x359*   (* foreign)
734,269011,134322,0.499318,1,2,1,1,0,p=367 q=2: 2x367
735,269745,32896,0.121952,2,3,2,1,0,p=239 q=2: 2x239 + 1x257*   (* foreign)
736,270480,62128,0.229695,2,3,2,1,0,p=353 q=191: 1x383* + 1x353   (* foreign)
737,271216,29403,0.108412,3,4,3,1,0,p=3 q=5: 1x251* + 1x243 + 1x243   (* foreign)
738,271953,64261,0.236295,2,3,2,1,0,p=379 q=179: 1x379 + 1x359*   (* foreign)
740,273430,28920,0.105767,2,4,3,1,0,p=241 q=83: 1x499* + 1x241   (* foreign)
741,274170,29040,0.105920,2,4,3,1,0,p=11 q=2: 4x121 + 1x257*   (* foreign)
742,274911,64261,0.233752,2,3,2,1,0,p=359 q=191: 1x383* + 1x359   (* foreign)
744,276396,64980,0.235097,2,3,2,1,0,p=19 q=191: 1x383* + 1x361   (* foreign)
745,277140,55130,0.198925,1,3,2,1,0,p=149 q=5: 5x149
746,277885,138756,0.499329,1,2,1,1,0,p=373 q=2: 2x373
747,278631,30627,0.109920,1,4,3,1,0,p=83 q=3: 9x83
748,279378,64261,0.230015,2,3,2,1,0,p=389 q=179: 1x389 + 1x359*   (* foreign)
749,280126,39697,0.141711,1,3,2,1,0,p=107 q=7: 7x107
750,280875,67161,0.239113,2,3,2,1,0,p=367 q=191: 1x383* + 1x367   (* foreign)
752,282376,32047,0.113491,2,3,2,1,0,p=313 q=73: 1x439* + 1x313   (* foreign)
753,283128,94125,0.332447,1,2,1,1,0,p=251 q=3: 3x251
754,283881,34453,0.121364,2,3,2,1,0,p=491 q=131: 1x491 + 1x263*   (* foreign)
755,284635,56625,0.198939,1,3,2,1,0,p=151 q=5: 5x151
756,285390,69378,0.243099,2,3,2,1,0,p=373 q=191: 1x383* + 1x373   (* foreign)
758,286903,143262,0.499339,1,2,1,1,0,p=379 q=2: 2x379
759,287661,32896,0.114357,2,3,2,1,0,p=251 q=2: 2x251 + 1x257*   (* foreign)
760,288420,64261,0.222804,2,3,2,1,0,p=401 q=179: 1x401 + 1x359*   (* foreign)
762,289941,71631,0.247054,2,3,2,1,0,p=379 q=191: 1x383* + 1x379   (* foreign)
763,290703,41202,0.141732,1,3,2,1,0,p=109 q=7: 7x109
764,291466,72580,0.249017,1,3,2,1,0,p=191 q=2: 4x191
765,292230,32640,0.111693,2,3,2,1,0,p=2 q=127: 1x509* + 1x256   (* foreign)
766,292995,146306,0.499346,1,2,1,1,0,p=383 q=2: 2x383
767,293761,22243,0.075718,1,4,3,1,0,p=59 q=13: 13x59
768,294528,97920,0.332464,1,2,1,1,0,p=2 q=3: 3x256
770,296065,39903,0.134778,2,3,2,1,0,p=283 q=3: 1x487* + 1x283   (* foreign)
771,296835,98688,0.332468,1,2,1,1,0,p=257 q=3: 3x257
772,297606,74112,0.249027,1,3,2,1,0,p=193 q=2: 4x193
774,299151,46971,0.157014,2,3,2,1,0,p=307 q=233: 1x467* + 1x307   (* foreign)
775,299925,34453,0.114872,2,3,2,1,0,p=2 q=131: 1x512 + 1x263*   (* foreign)
776,300700,41616,0.138397,2,3,2,1,0,p=17 q=3: 1x487* + 1x289   (* foreign)
777,301476,32896,0.109116,3,4,3,1,0,p=257 q=131: 1x263* + 1x257 + 1x257   (* foreign)
778,302253,150932,0.499356,1,2,1,1,0,p=389 q=2: 2x389
779,303031,21389,0.070584,3,4,3,1,0,p=3 q=73: 1x293* + 1x243 + 1x243   (* foreign)
780,303810,73153,0.240785,2,3,2,1,0,p=397 q=191: 1x397 + 1x383*   (* foreign)
781,304590,32896,0.108001,2,4,3,1,0,p=131 q=2: 4x131 + 1x257*   (* foreign)
782,305371,39903,0.130671,2,3,2,1,0,p=283 q=83: 1x499* + 1x283   (* foreign)
783,306153,32896,0.107450,2,4,3,1,0,p=263 q=2: 2x263 + 1x257*   (* foreign)
784,306936,73153,0.238333,2,3,2,1,0,p=401 q=191: 1x401 + 1x383*   (* foreign)
785,307720,61230,0.198980,1,3,2,1,0,p=157 q=5: 5x157
786,308505,60031,0.194587,2,3,2,1,0,p=439 q=173: 1x439 + 1x347*   (* foreign)
788,310078,77224,0.249047,1,3,2,1,0,p=197 q=2: 4x197
789,310866,103359,0.332487,1,2,1,1,0,p=263 q=3: 3x263
790,311655,64261,0.206193,2,3,2,1,0,p=431 q=179: 1x431 + 1x359*   (* foreign)
791,312445,44296,0.141772,1,3,2,1,0,p=113 q=7: 7x113
792,313236,73153,0.233540,2,3,2,1,0,p=409 q=191: 1x409 + 1x383*   (* foreign)
793,314028,31375,0.099911,3,4,3,1,0,p=271 q=5: 1x271 + 1x271 + 1x251*   (* foreign)
794,314821,157212,0.499369,1,2,1,1,0,p=397 q=2: 2x397
795,315615,32896,0.104228,2,4,3,1,0,p=269 q=2: 2x269 + 1x257*   (* foreign)
796,316410,78804,0.249057,1,3,2,1,0,p=199 q=2: 4x199
798,318003,64261,0.202077,2,3,2,1,0,p=439 q=179: 1x439 + 1x359*   (* foreign)
799,318801,32896,0.103187,2,4,3,1,0,p=271 q=2: 2x271 + 1x257*   (* foreign)
800,319600,48828,0.152778,2,3,2,1,0,p=313 q=3: 1x487* + 1x313   (* foreign)
801,320400,35244,0.110000,1,4,3,1,0,p=89 q=3: 9x89
802,321201,160400,0.499376,1,2,1,1,0,p=401 q=2: 2x401
803,322003,28908,0.089776,1,4,3,1,0,p=73 q=11: 11x73
804,322806,73153,0.226616,2,3,2,1,0,p=421 q=191: 1x421 + 1x383*   (* foreign)
805,323610,34453,0.106465,3,4,3,1,0,p=271 q=131: 1x271 + 1x271 + 1x263*   (* foreign)
806,324415,41417,0.127667,2,3,2,1,0,p=307 q=83: 1x499* + 1x307   (* foreign)
807,325221,108138,0.332506,1,2,1,1,0,p=269 q=3: 3x269
808,326028,64261,0.197103,2,3,2,1,0,p=449 q=179: 1x449 + 1x359*   (* foreign)
810,327645,60031,0.183220,2,3,2,1,0,p=463 q=173: 1x463 + 1x347*   (* foreign)
812,329266,41417,0.125786,2,3,2,1,0,p=313 q=83: 1x499* + 1x313   (* foreign)
